role,modelName,startedAt,finishedAt,totalWall_s,simDuration_s,realTimeFactor,stepCount,updateCount,exchangeCount,readFailureCount,avgStepWall_s,maxStepWall_s,maxStepWallAtSimTime_s,totalSFunctionUpdate_s,avgSFunctionUpdate_s,maxSFunctionUpdate_s,maxSFunctionUpdateAtSimTime_s,totalTcpReadWait_s,avgTcpReadWait_s,maxTcpReadWait_s,maxTcpReadWaitAtSimTime_s,totalTcpWrite_s,avgTcpWrite_s,maxTcpWrite_s,maxTcpWriteAtSimTime_s,totalConnectCheck_s,maxConnectCheck_s,maxConnectCheckAtSimTime_s,tcpReadFractionOfWall,tcpReadFractionOfSFunctionUpdate,sFunctionUpdateFractionOfWall,params_sampleTime,params_n,params_batchSteps,params_delay
client,Microgrid_uniTLM_client,2026-08-14 13:28:51.842,2026-08-14 14:08:18.435,2366.5753772,1,0.000422551510352966,2000001,2000001,10000,0,0.0011816653784,1.6438929,0.0001,324.428215999919,0.000162214026892946,1.4645399,9.95e-05,108.6270014,0.01086270014,0.6697882,0.1777995,15.7136401,0.00157136401,0.0292519,0.2358995,2.51998589999999,1.3852969,9.95e-05,0.0459005035066836,0.334825998611745,0.137087632671884,5e-07,6,200,0.0001
