role,modelName,startedAt,finishedAt,totalWall_s,simDuration_s,realTimeFactor,stepCount,updateCount,exchangeCount,readFailureCount,avgStepWall_s,maxStepWall_s,maxStepWallAtSimTime_s,totalSFunctionUpdate_s,avgSFunctionUpdate_s,maxSFunctionUpdate_s,maxSFunctionUpdateAtSimTime_s,totalTcpReadWait_s,avgTcpReadWait_s,maxTcpReadWait_s,maxTcpReadWaitAtSimTime_s,totalTcpWrite_s,avgTcpWrite_s,maxTcpWrite_s,maxTcpWriteAtSimTime_s,totalConnectCheck_s,maxConnectCheck_s,maxConnectCheckAtSimTime_s,tcpReadFractionOfWall,tcpReadFractionOfSFunctionUpdate,sFunctionUpdateFractionOfWall,params_sampleTime,params_n,params_batchSteps,params_delay
server,Microgrid_uniTLM_server,2026-08-14 13:28:36.302,2026-08-14 14:08:16.465,2382.0495529,1,0.000419806548013479,2000001,2000001,10000,0,0.0011906217525,20.1709838,0.0001,2082.68319519364,0.00104134107692628,19.9546093,9.95e-05,2030.34846150001,0.203034846150001,2.3789023,0.2358995,4.4140864,0.00044140864,0.0122124,0.0333995,20.2457807000005,19.897311,9.95e-05,0.852353578886796,0.974871486064511,0.874324042779924,5e-07,6,200,0.0001
