role,modelName,startedAt,finishedAt,totalWall_s,simDuration_s,realTimeFactor,stepCount,updateCount,exchangeCount,readFailureCount,avgStepWall_s,maxStepWall_s,maxStepWallAtSimTime_s,totalSFunctionUpdate_s,avgSFunctionUpdate_s,maxSFunctionUpdate_s,maxSFunctionUpdateAtSimTime_s,totalTcpReadWait_s,avgTcpReadWait_s,maxTcpReadWait_s,maxTcpReadWaitAtSimTime_s,totalTcpWrite_s,avgTcpWrite_s,maxTcpWrite_s,maxTcpWriteAtSimTime_s,totalConnectCheck_s,maxConnectCheck_s,maxConnectCheckAtSimTime_s,tcpReadFractionOfWall,tcpReadFractionOfSFunctionUpdate,sFunctionUpdateFractionOfWall,params_sampleTime,params_n,params_batchSteps,params_delay
client,Microgrid_LCTLM_client,2026-08-14 14:29:49.937,2026-08-14 14:45:22.947,933.0040731,1,0.00107180668212669,2000001,2000001,10000,0,0.000462281759,2.2000969,0.0001,295.810975500049,0.000147905413797318,1.8999088,9.95e-05,198.0419421,0.01980419421,1.0560362,0.9111995,11.866449,0.0011866449,0.0082255,9.95e-05,2.66697719999999,1.7726422,9.95e-05,0.212262676884127,0.669488147845844,0.317052180187367,5e-07,6,200,0.0001
