role,modelName,startedAt,finishedAt,totalWall_s,simDuration_s,realTimeFactor,stepCount,updateCount,exchangeCount,readFailureCount,avgStepWall_s,maxStepWall_s,maxStepWallAtSimTime_s,totalSFunctionUpdate_s,avgSFunctionUpdate_s,maxSFunctionUpdate_s,maxSFunctionUpdateAtSimTime_s,totalTcpReadWait_s,avgTcpReadWait_s,maxTcpReadWait_s,maxTcpReadWaitAtSimTime_s,totalTcpWrite_s,avgTcpWrite_s,maxTcpWrite_s,maxTcpWriteAtSimTime_s,totalConnectCheck_s,maxConnectCheck_s,maxConnectCheckAtSimTime_s,tcpReadFractionOfWall,tcpReadFractionOfSFunctionUpdate,sFunctionUpdateFractionOfWall,params_sampleTime,params_n,params_batchSteps,params_delay
server,Microgrid_LCTLM_server,2026-08-14 14:29:30.419,2026-08-14 14:45:21.367,950.9466285,1,0.00105158372723543,2000001,2000001,10000,0,0.00047374923575,24.8638054,0.0001,749.338143299853,0.000374668884315484,24.7879237,9.95e-05,694.7278968,0.06947278968,1.2022869,0.9066995,4.33394230000001,0.000433394230000001,0.0053725,0.8692995,25.1335674999994,24.7687794,9.95e-05,0.730564551131378,0.927122024965436,0.787991797690939,5e-07,6,200,0.0001
